datetime,hour,day,month,weekday,aqi_us,aqi_cn,main_pollutant,temp,humidity,pressure,wind_speed,wind_direction,openweather_aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2025-07-18 21:17:00,21,18,7,4,67,25,p2,28,82,1000,6.62,267,3,80.02,0.0,0.08,42.79,0.3,20.14,83.93,0
2025-07-18 22:17:00,22,18,7,4,65,24,p2,28,82,1000,6.95,271,3,80.51,0.0,0.09,43.01,0.33,21.08,86.03,0
2025-07-18 23:17:00,23,18,7,4,67,25,p2,28,83,1000,7.14,271,3,80.7,0.0,0.08,43.18,0.31,20.05,76.55,0
2025-07-19 00:17:00,0,19,7,5,68,26,p2,28,82,1000,7.2,271,3,80.81,0.0,0.08,43.27,0.31,20.02,74.56,0
2025-07-19 01:17:00,1,19,7,5,63,22,p2,28,83,1000,7.32,273,3,81.19,0.0,0.08,43.4,0.31,19.9,74.98,0
2025-07-19 02:17:00,2,19,7,5,67,25,p2,28,82,1000,7.81,276,3,81.54,0.0,0.08,43.62,0.31,19.67,74.69,0
2025-07-19 03:17:00,3,19,7,5,63,23,p2,28,81,1001,7.83,275,3,81.95,0.0,0.09,43.9,0.3,19.43,73.18,0
2025-07-19 04:17:00,4,19,7,5,69,27,p2,28,79,1000,7.62,270,3,81.77,0.01,0.08,43.93,0.3,19.41,73.0,0
2025-07-19 05:17:00,5,19,7,5,63,22,p2,29,78,1000,7.13,263,3,81.11,0.01,0.07,43.5,0.3,20.02,76.17,0
2025-07-19 06:17:00,6,19,7,5,69,27,p2,29,77,1000,6.81,260,3,80.0,0.01,0.07,42.75,0.31,21.06,81.46,0
2025-07-19 07:17:00,7,19,7,5,82,37,p2,29,78,999,7.76,262,3,78.81,0.01,0.06,41.96,0.33,22.16,87.24,0
2025-07-19 08:17:00,8,19,7,5,69,27,p2,29,77,998,7.49,261,3,77.54,0.01,0.06,41.29,0.34,22.91,91.6,0
2025-07-19 09:17:00,9,19,7,5,75,31,p2,29,75,998,7.59,259,3,76.74,0.01,0.06,40.73,0.34,23.32,94.59,0
2025-07-19 10:17:00,10,19,7,5,79,34,p2,29,75,997,7.94,254,4,76.58,0.01,0.06,40.85,0.36,24.45,101.35,0
2025-07-19 11:17:00,11,19,7,5,67,25,p2,29,75,997,7.76,245,3,76.56,0.01,0.07,40.5,0.36,23.34,97.14,0
2025-07-19 12:17:00,12,19,7,5,62,22,p2,29,77,997,7.93,244,3,76.72,0.01,0.08,40.59,0.37,22.83,96.61,0
2025-07-19 13:17:00,13,19,7,5,69,27,p2,28,80,997,8.35,236,3,78.63,0.0,0.08,40.54,0.32,21.01,78.36,0
2025-07-19 14:17:00,14,19,7,5,65,24,p2,28,81,997,8.29,235,3,80.06,0.0,0.08,41.32,0.32,19.8,74.52,0
2025-07-19 15:17:00,15,19,7,5,70,27,p2,28,81,998,6.77,228,3,81.72,0.0,0.09,42.05,0.33,18.26,70.16,0
2025-07-19 16:17:00,16,19,7,5,69,27,p2,28,82,998,6.62,218,3,83.79,0.0,0.09,42.72,0.33,16.54,65.3,0
2025-07-19 17:17:00,17,19,7,5,75,31,p2,28,82,998,7.55,252,3,85.9,0.0,0.08,43.27,0.34,15.03,60.86,0
2025-07-19 18:17:00,18,19,7,5,83,38,p2,28,82,999,7.1,251,3,87.79,0.0,0.09,43.47,0.36,14.44,59.52,0
2025-07-19 19:17:00,19,19,7,5,78,33,p2,28,82,999,6.34,262,3,89.22,0.0,0.09,43.34,0.38,14.35,57.75,0
2025-07-19 20:17:00,20,19,7,5,74,31,p2,28,81,998,5.77,268,3,90.28,0.0,0.09,43.17,0.38,14.65,57.97,0
2025-07-19 21:17:00,21,19,7,5,71,28,p2,28,81,997,6.78,256,3,90.71,0.0,0.1,42.98,0.38,14.83,58.93,0
2025-07-19 22:17:00,22,19,7,5,67,25,p2,28,82,997,7.78,272,3,90.22,0.0,0.1,42.78,0.37,14.84,60.3,0
2025-07-19 23:17:00,23,19,7,5,64,23,p2,28,81,997,7.36,268,3,88.53,0.0,0.1,42.19,0.37,14.94,62.31,0
2025-07-20 00:17:00,0,20,7,6,64,23,p2,28,81,998,6.75,273,3,85.95,0.0,0.1,41.11,0.37,15.39,64.95,0
2025-07-20 01:17:00,1,20,7,6,64,23,p2,28,82,998,7.21,284,3,83.73,0.0,0.1,40.19,0.38,15.83,67.64,0
2025-07-20 02:17:00,2,20,7,6,60,20,p2,28,82,998,8.0,285,3,82.51,0.0,0.11,39.81,0.37,15.91,67.49,0
2025-07-20 03:17:00,3,20,7,6,60,20,p2,28,82,998,8.02,282,3,81.98,0.0,0.11,39.96,0.36,15.78,64.85,0
2025-07-20 04:17:00,4,20,7,6,62,22,p2,28,80,999,5.26,282,3,81.64,0.0,0.11,40.39,0.34,15.72,62.59,0
2025-07-20 05:17:00,5,20,7,6,70,28,p2,28,78,999,4.13,284,3,81.2,0.01,0.09,40.88,0.34,16.29,64.39,0
2025-07-20 06:17:00,6,20,7,6,65,24,p2,28,79,999,4.23,265,3,80.27,0.01,0.08,41.11,0.35,17.59,71.05,0
2025-07-20 07:17:00,7,20,7,6,64,23,p2,28,79,998,4.51,264,3,78.78,0.01,0.07,41.1,0.36,19.44,81.55,0
2025-07-20 08:17:00,8,20,7,6,65,24,p2,28,79,998,3.93,259,3,77.15,0.01,0.06,40.88,0.37,21.2,92.05,0
2025-07-20 09:17:00,9,20,7,6,60,20,p2,28,79,997,4.29,270,3,76.25,0.01,0.06,40.86,0.37,22.38,98.34,0
2025-07-20 10:17:00,10,20,7,6,65,24,p2,28,78,997,3.91,277,4,76.28,0.01,0.05,41.39,0.36,23.17,102.29,0
2025-07-20 11:17:00,11,20,7,6,66,25,p2,28,79,997,4.8,259,4,76.77,0.01,0.05,42.46,0.35,23.45,102.91,0
2025-07-20 12:17:00,12,20,7,6,63,22,p2,28,80,997,4.5,261,4,78.22,0.01,0.06,44.89,0.33,23.34,100.54,0
2025-07-20 13:17:00,13,20,7,6,62,21,p2,28,81,997,4.62,254,4,76.52,0.01,0.08,44.73,0.36,23.35,102.62,0
2025-07-20 14:17:00,14,20,7,6,62,21,p2,28,82,997,4.88,250,4,75.49,0.0,0.09,45.21,0.37,22.81,101.79,0
2025-07-20 15:17:00,15,20,7,6,64,23,p2,28,83,998,5.15,235,3,74.75,0.0,0.1,45.66,0.38,22.34,99.89,0
2025-07-20 16:17:00,16,20,7,6,71,28,p2,28,85,998,5.67,241,3,74.78,0.0,0.1,46.2,0.38,22.01,98.01,0
2025-07-20 18:17:00,18,20,7,6,73,30,p2,28,85,999,5.73,242,3,76.28,0.0,0.09,47.73,0.39,22.51,99.96,0
2025-07-20 19:17:00,19,20,7,6,71,29,p2,28,84,998,5.73,252,4,76.74,0.0,0.09,48.2,0.39,23.21,104.2,0
2025-07-20 20:17:00,20,20,7,6,73,30,p2,28,84,998,5.72,255,4,77.21,0.0,0.09,48.44,0.39,24.14,110.2,0
2025-07-20 21:17:00,21,20,7,6,70,28,p2,28,84,998,5.76,259,4,77.05,0.0,0.09,48.24,0.39,25.55,118.84,0
2025-07-20 22:17:00,22,20,7,6,65,24,p2,28,84,998,5.52,256,4,76.55,0.0,0.09,47.87,0.39,27.11,126.81,0
2025-07-20 23:17:00,23,20,7,6,67,26,p2,28,84,998,5.5,256,4,75.68,0.0,0.09,47.42,0.39,28.22,130.25,0
2025-07-21 00:17:00,0,21,7,0,70,27,p2,27,85,998,5.64,257,4,74.75,0.0,0.09,47.09,0.38,28.55,129.04,0
2025-07-21 01:17:00,1,21,7,0,69,27,p2,28,86,999,5.63,259,4,74.11,0.0,0.09,47.0,0.37,27.86,120.69,0
2025-07-21 02:17:00,2,21,7,0,61,21,p2,28,84,1000,5.48,257,4,73.59,0.0,0.09,47.08,0.36,26.97,110.28,0
2025-07-21 03:17:00,3,21,7,0,67,25,p2,28,81,1000,5.87,258,4,73.06,0.0,0.09,47.13,0.35,26.3,103.03,0
2025-07-21 04:17:00,4,21,7,0,70,28,p2,29,79,1000,5.83,251,3,72.49,0.01,0.08,47.26,0.34,25.49,96.56,0
2025-07-21 05:17:00,5,21,7,0,70,27,p2,29,77,1000,6.22,245,3,72.19,0.01,0.07,47.48,0.35,25.38,96.75,0
2025-07-21 06:17:00,6,21,7,0,67,25,p2,29,77,1000,5.59,242,3,72.45,0.01,0.06,47.55,0.32,23.95,90.24,0
2025-07-21 07:17:00,7,21,7,0,67,25,p2,29,77,999,6.45,243,3,72.32,0.01,0.05,47.38,0.33,24.49,99.71,0
2025-07-21 08:17:00,8,21,7,0,71,29,p2,29,77,999,6.52,246,3,72.37,0.01,0.04,46.78,0.32,23.51,97.67,0
2025-07-21 09:17:00,9,21,7,0,71,28,p2,29,77,999,6.68,251,3,72.24,0.01,0.04,46.14,0.32,23.25,99.97,0
2025-07-21 10:17:00,10,21,7,0,71,28,p2,29,77,999,6.49,249,4,72.17,0.01,0.04,45.68,0.32,23.07,102.44,0
2025-07-21 11:17:00,11,21,7,0,77,33,p2,29,78,999,6.29,250,4,71.91,0.01,0.04,45.36,0.33,22.92,104.02,0
2025-07-21 12:17:00,12,21,7,0,73,30,p2,29,79,999,6.01,248,4,71.3,0.01,0.05,45.32,0.33,22.69,103.99,0
2025-07-21 13:17:00,13,21,7,0,76,32,p2,29,79,999,6.04,238,4,71.11,0.0,0.06,45.59,0.34,22.3,100.97,0
2025-07-21 14:17:00,14,21,7,0,71,29,p2,28,81,999,6.38,237,3,71.0,0.0,0.07,46.06,0.34,21.8,97.27,0
2025-07-21 15:17:00,15,21,7,0,69,27,p2,28,82,1000,6.34,232,3,74.47,0.0,0.07,48.41,0.27,17.9,71.11,0
2025-07-21 16:17:00,16,21,7,0,67,25,p2,28,82,1001,5.96,241,3,74.34,0.0,0.07,48.66,0.28,18.03,74.06,0
2025-07-21 17:17:00,17,21,7,0,91,44,p2,28,81,1001,5.32,251,3,74.36,0.0,0.07,49.11,0.29,17.86,74.93,0
2025-07-21 18:17:00,18,21,7,0,78,34,p2,28,80,1001,4.29,262,3,74.58,0.0,0.07,49.74,0.29,17.64,74.52,0
2025-07-21 19:17:00,19,21,7,0,79,34,p2,28,80,1001,4.57,264,3,74.64,0.0,0.07,50.23,0.3,17.51,73.79,0
2025-07-21 20:17:00,20,21,7,0,79,34,p2,28,80,1001,4.54,261,3,74.68,0.0,0.07,50.7,0.31,17.61,73.73,0
2025-07-21 21:17:00,21,21,7,0,68,26,p2,28,80,1000,4.56,254,3,74.63,0.0,0.07,51.04,0.32,17.71,73.97,0
2025-07-21 22:17:00,22,21,7,0,64,23,p2,28,80,1000,4.64,261,3,74.58,0.0,0.07,51.18,0.31,17.66,74.24,0
2025-07-21 23:17:00,23,21,7,0,63,23,p2,28,80,1000,5.04,269,3,74.42,0.0,0.07,51.26,0.31,17.51,74.97,0
2025-07-22 01:17:00,1,22,7,1,60,20,p2,28,81,1001,4.9,275,3,73.93,0.0,0.07,51.13,0.3,17.09,76.38,0
2025-07-22 02:17:00,2,22,7,1,61,20,p2,28,80,1001,5.2,263,3,73.66,0.0,0.08,51.14,0.3,16.98,75.78,0
2025-07-22 03:17:00,3,22,7,1,64,23,p2,28,79,1001,5.17,253,3,73.36,0.01,0.07,51.1,0.3,16.91,74.03,0
2025-07-22 04:17:00,4,22,7,1,66,24,p2,29,77,1002,4.97,246,3,72.9,0.01,0.06,50.92,0.29,16.81,72.28,0
2025-07-22 05:17:00,5,22,7,1,88,41,p2,29,75,1002,5.41,242,3,72.44,0.01,0.05,50.42,0.29,16.84,71.34,0
2025-07-22 06:17:00,6,22,7,1,71,29,p2,29,75,1001,5.5,240,3,72.04,0.01,0.04,49.46,0.28,16.8,69.85,0
2025-07-22 07:17:00,7,22,7,1,77,33,p2,30,74,1001,6.1,238,3,71.82,0.01,0.04,48.15,0.27,16.52,67.16,0
2025-07-22 08:17:00,8,22,7,1,70,28,p2,30,75,1000,6.28,241,3,71.68,0.01,0.04,46.67,0.27,16.16,63.55,0
2025-07-22 10:17:00,10,22,7,1,66,25,p2,30,75,999,7.25,247,3,72.03,0.01,0.03,44.07,0.26,14.56,54.11,0
2025-07-22 11:17:00,11,22,7,1,66,24,p2,30,76,999,7.32,244,3,72.14,0.01,0.04,43.18,0.26,14.12,50.87,0
2025-07-22 12:17:00,12,22,7,1,64,23,p2,29,78,998,7.65,245,2,72.07,0.01,0.05,42.54,0.27,14.22,49.85,0
2025-07-22 13:17:00,13,22,7,1,70,28,p2,29,80,999,7.72,245,2,72.08,0.0,0.06,42.95,0.24,13.27,43.21,0
2025-07-22 14:17:00,14,22,7,1,65,24,p2,29,82,999,7.32,245,2,72.35,0.0,0.07,42.58,0.25,13.27,42.09,0
2025-07-22 15:17:00,15,22,7,1,73,30,p2,28,83,999,7.59,239,2,72.85,0.0,0.07,42.41,0.26,13.54,43.84,0
2025-07-22 16:17:00,16,22,7,1,79,34,p2,28,84,999,8.02,238,3,73.43,0.0,0.07,42.45,0.29,15.08,53.46,0
2025-07-22 17:17:00,17,22,7,1,81,36,p2,28,85,1000,7.98,244,3,74.68,0.0,0.07,42.96,0.28,13.99,50.78,0
2025-07-22 18:17:00,18,22,7,1,73,30,p2,28,85,1000,7.78,246,3,76.03,0.0,0.07,43.71,0.3,14.49,55.41,0
2025-07-22 19:17:00,19,22,7,1,71,28,p2,28,85,1000,8.11,245,3,77.44,0.0,0.07,44.53,0.31,14.91,56.95,0
2025-07-22 20:17:00,20,22,7,1,75,32,p2,28,84,1000,8.11,247,3,78.96,0.0,0.07,45.51,0.3,15.02,54.24,0
2025-07-22 21:17:00,21,22,7,1,62,21,p2,28,83,1000,8.06,251,2,80.51,0.0,0.07,46.34,0.28,14.83,49.65,0
2025-07-22 22:17:00,22,22,7,1,61,21,p2,28,83,999,8.14,251,2,81.56,0.0,0.07,47.03,0.27,14.67,48.74,0
2025-07-22 23:17:00,23,22,7,1,64,23,p2,28,83,998,8.08,248,3,82.17,0.0,0.07,47.43,0.28,14.81,50.65,0
2025-07-23 00:17:00,0,23,7,2,58,19,p2,27,83,998,7.65,248,3,82.47,0.0,0.07,47.67,0.28,15.03,52.4,0
2025-07-23 01:17:00,1,23,7,2,56,17,p2,28,82,998,7.66,254,3,82.55,0.0,0.07,48.05,0.29,15.07,51.65,0
2025-07-23 02:17:00,2,23,7,2,58,19,p2,28,82,999,7.97,257,3,82.5,0.0,0.08,48.51,0.3,15.3,53.45,0
2025-07-23 03:17:00,3,23,7,2,58,19,p2,28,82,999,8.14,255,3,81.75,0.0,0.08,49.25,0.33,16.95,65.07,0
2025-07-23 04:17:00,4,23,7,2,60,20,p2,28,80,999,8.15,251,3,81.86,0.0,0.08,49.98,0.32,15.91,60.42,0
2025-07-23 05:17:00,5,23,7,2,58,18,p2,29,78,999,8.4,250,3,81.76,0.01,0.06,50.94,0.32,15.64,61.5,0
2025-07-23 06:17:00,6,23,7,2,62,22,p2,29,77,999,8.43,251,3,81.62,0.01,0.05,51.6,0.32,15.39,62.55,0
2025-07-23 07:17:00,7,23,7,2,73,30,p2,29,77,998,8.39,251,3,80.86,0.01,0.05,51.64,0.33,15.44,66.24,0
2025-07-23 08:17:00,8,23,7,2,65,24,p2,29,76,997,8.98,249,3,79.22,0.01,0.04,50.85,0.35,16.07,70.91,0
2025-07-23 09:17:00,9,23,7,2,67,25,p2,29,77,997,8.98,251,3,77.35,0.01,0.04,49.45,0.37,16.88,73.92,0
2025-07-23 10:17:00,10,23,7,2,64,23,p2,29,78,996,8.99,252,3,74.87,0.01,0.04,47.98,0.41,18.66,81.8,0
2025-07-23 11:17:00,11,23,7,2,67,25,p2,29,79,996,9.06,250,3,74.01,0.01,0.05,46.99,0.43,19.25,84.02,0
2025-07-23 12:17:00,12,23,7,2,62,21,p2,29,80,995,8.79,244,3,73.86,0.01,0.05,46.6,0.45,19.63,85.51,0
2025-07-23 13:17:00,13,23,7,2,57,17,p2,29,81,995,8.78,240,3,74.28,0.0,0.06,46.79,0.44,19.11,82.79,0
2025-07-23 14:17:00,14,23,7,2,61,20,p2,28,82,996,9.02,234,3,75.14,0.0,0.07,47.36,0.45,18.81,82.09,0
